Node,Protein Chemical Only Perturbation Top 1 Degree Centrality,Protein Chemical Only Perturbation Top 3 Degree Centrality,Protein Chemical Only Perturbation Top 1 Betweenness Centrality,Protein Chemical Only Perturbation Top 3 Betweenness Centrality
OEA,-0.08271753509378797,-0.3623451606519716,-0.08271753509378797,-0.07421190406366918
PEA,0.7465058161679007,1.0227567124843586,0.7465058161679007,0.8808690404791464
PGA2,0.7465058161679007,1.0227567124843586,0.7465058161679007,0.8808690404791464
PGD2,0.7477279155688151,1.0245681262018087,0.7477279155688151,0.8823767148095447
PGE2,0.7465058161679007,1.0227567124843586,0.7465058161679007,0.8808690404791464
PLCB1,0.3175489264434845,0.3869504976575385,0.3175489264434845,0.3516753505080019
PLCE1,0.3175489264434845,0.3869504976575385,0.3175489264434845,0.3516753505080019
PPARA,0.3175489264434845,0.3869504976575385,0.3175489264434845,0.3516753505080019
PPARD,0.3175489264434845,0.3869504976575385,0.3175489264434845,0.3516753505080019
PPARG,0.3175489264434845,0.3869504976575385,0.3175489264434845,0.3516753505080019
PTGS2,0.3175489264434845,0.3869504976575385,0.3175489264434845,0.3516753505080019
SLC22A5,0.3175489264434845,0.3869504976575385,0.3175489264434845,0.3516753505080019
SLCO2B1,0.3175489264434845,0.3869504976575385,0.3175489264434845,0.3516753505080019
SR141716A,-5.044412195111714,-2.2006329347771865,-5.044412195111714,-2.4546548235814027
SR144528,-2.155980261027223,-2.208004967348226,-2.155980261027223,-2.462650066242625
THCA,0.7465058161679007,1.0227567124843586,0.7465058161679007,0.8808690404791464
THCV,0.10198175851094524,-0.05393318855338234,0.10198175851094524,-0.2339298495615934
TRPV1,0.3175489264434845,,0.3175489264434845,0.3516753505080019
TRPV2,0.3175489264434845,0.3869504976575385,0.3175489264434845,0.3516753505080019
TRPV3,0.3175489264434845,0.3869504976575385,0.3175489264434845,0.3516753505080019
TRPV4,0.3175489264434845,0.3869504976575385,0.3175489264434845,0.3516753505080019
Virodhamine,0.3175489264434845,0.3869504976575385,0.3175489264434845,0.3516753505080019
"WIN55,212-2",-2.155980261027223,-2.208004967348226,-2.155980261027223,-2.462650066242625
"WIN55,212-3",-2.155980261027223,-2.208004967348226,-2.155980261027223,-2.462650066242625
Δ8-THC,0.7477279155688151,1.0245681262018087,0.7477279155688151,0.8823767148095447
Δ9-THC,0.7477279155688151,1.0245681262018087,0.7477279155688151,0.8823767148095447
